2.982928199999999863e-02	3.401413600000000037e-02	0.000000000000000000e+00
3.296920700000000037e-02	6.792488900000000045e-03	0.000000000000000000e+00
3.643964999999999704e-02	4.182438200000000023e-02	0.000000000000000000e+00
4.027540200000000181e-02	4.278211099999999767e-02	0.000000000000000000e+00
4.451491800000000054e-02	4.728944599999999887e-02	0.000000000000000000e+00
4.920069900000000052e-02	9.777658599999999867e-02	0.000000000000000000e+00
5.437971999999999945e-02	4.195540300000000222e-02	0.000000000000000000e+00
6.010390100000000124e-02	1.053257199999999977e-01	0.000000000000000000e+00
6.643062800000000545e-02	8.290260600000000368e-02	0.000000000000000000e+00
7.342332499999999762e-02	1.053359700000000010e-01	0.000000000000000000e+00
8.115209700000000637e-02	1.096532100000000010e-01	0.000000000000000000e+00
8.969442299999999535e-02	1.916042699999999932e-01	0.000000000000000000e+00
9.913594100000000520e-02	1.764559300000000108e-01	0.000000000000000000e+00
1.095712999999999965e-01	2.440387400000000040e-01	0.000000000000000000e+00
1.211051199999999967e-01	2.321755799999999925e-01	0.000000000000000000e+00
1.338530300000000117e-01	3.104446599999999834e-01	0.000000000000000000e+00
1.479428200000000027e-01	3.535957299999999970e-01	0.000000000000000000e+00
1.635157499999999875e-01	3.759473099999999790e-01	0.000000000000000000e+00
1.807279400000000036e-01	4.349435400000000174e-01	0.000000000000000000e+00
1.997519299999999942e-01	5.056400899999999865e-01	0.000000000000000000e+00
2.207784499999999872e-01	4.993614000000000108e-01	0.000000000000000000e+00
2.440182899999999988e-01	6.292634999999999756e-01	0.000000000000000000e+00
2.697044200000000003e-01	6.513230300000000250e-01	0.000000000000000000e+00
2.980943600000000027e-01	7.186637700000000351e-01	0.000000000000000000e+00
3.294727199999999967e-01	7.884510500000000421e-01	0.000000000000000000e+00
3.641540600000000016e-01	8.751728500000000022e-01	0.000000000000000000e+00
4.024860599999999788e-01	9.416342199999999663e-01	0.000000000000000000e+00
4.448530199999999879e-01	9.996247000000000327e-01	0.000000000000000000e+00
4.916796500000000236e-01	1.055121299999999929e+00	0.000000000000000000e+00
5.434354000000000129e-01	1.170113799999999982e+00	0.000000000000000000e+00
6.006391300000000211e-01	1.236865300000000056e+00	0.000000000000000000e+00
6.638642999999999628e-01	1.297354700000000083e+00	0.000000000000000000e+00
7.337447499999999456e-01	1.356287000000000020e+00	0.000000000000000000e+00
8.109810400000000419e-01	1.422549099999999900e+00	0.000000000000000000e+00
8.963474700000000350e-01	1.469500900000000110e+00	0.000000000000000000e+00
9.906998299999999480e-01	1.505534499999999998e+00	0.000000000000000000e+00
1.094983999999999957e+00	1.527865599999999935e+00	0.000000000000000000e+00
1.210245500000000085e+00	1.536300699999999964e+00	0.000000000000000000e+00
1.337639800000000045e+00	1.506395099999999987e+00	0.000000000000000000e+00
1.478443900000000033e+00	1.469241299999999972e+00	0.000000000000000000e+00
1.634069599999999900e+00	1.425920599999999983e+00	0.000000000000000000e+00
