2.982928199999999863e-02	7.015691999999999762e-02	0.000000000000000000e+00
3.296920700000000037e-02	2.241697299999999976e-02	0.000000000000000000e+00
3.643964999999999704e-02	1.601660799999999885e-01	0.000000000000000000e+00
4.027540200000000181e-02	1.118616899999999997e-01	0.000000000000000000e+00
4.451491800000000054e-02	9.919922700000000093e-02	0.000000000000000000e+00
4.920069900000000052e-02	2.664208299999999974e-01	0.000000000000000000e+00
5.437971999999999945e-02	1.713099700000000059e-01	0.000000000000000000e+00
6.010390100000000124e-02	2.246058800000000077e-01	0.000000000000000000e+00
6.643062800000000545e-02	2.332460500000000103e-01	0.000000000000000000e+00
7.342332499999999762e-02	4.423683900000000002e-01	0.000000000000000000e+00
8.115209700000000637e-02	3.911285899999999982e-01	0.000000000000000000e+00
8.969442299999999535e-02	8.131863200000000180e-01	0.000000000000000000e+00
9.913594100000000520e-02	5.885979700000000259e-01	0.000000000000000000e+00
1.095712999999999965e-01	9.958004000000000300e-01	0.000000000000000000e+00
1.211051199999999967e-01	1.046844300000000061e+00	0.000000000000000000e+00
1.338530300000000117e-01	1.204621399999999953e+00	0.000000000000000000e+00
1.479428200000000027e-01	1.554138800000000042e+00	0.000000000000000000e+00
1.635157499999999875e-01	2.025868899999999861e+00	0.000000000000000000e+00
1.807279400000000036e-01	2.437347899999999790e+00	0.000000000000000000e+00
1.997519299999999942e-01	2.816588900000000173e+00	0.000000000000000000e+00
2.207784499999999872e-01	3.490202099999999863e+00	0.000000000000000000e+00
2.440182899999999988e-01	4.234232300000000393e+00	0.000000000000000000e+00
2.697044200000000003e-01	5.327897799999999684e+00	0.000000000000000000e+00
2.980943600000000027e-01	5.858744399999999963e+00	0.000000000000000000e+00
3.294727199999999967e-01	7.092780099999999699e+00	0.000000000000000000e+00
3.641540600000000016e-01	8.591883899999999130e+00	0.000000000000000000e+00
4.024860599999999788e-01	1.016168500000000030e+01	0.000000000000000000e+00
4.448530199999999879e-01	1.167529000000000039e+01	0.000000000000000000e+00
4.916796500000000236e-01	1.366318399999999933e+01	0.000000000000000000e+00
5.434354000000000129e-01	1.587351300000000087e+01	0.000000000000000000e+00
6.006391300000000211e-01	1.850624900000000039e+01	0.000000000000000000e+00
6.638642999999999628e-01	2.133802100000000124e+01	0.000000000000000000e+00
7.337447499999999456e-01	2.462294899999999842e+01	0.000000000000000000e+00
8.109810400000000419e-01	2.817112300000000147e+01	0.000000000000000000e+00
8.963474700000000350e-01	3.252733400000000330e+01	0.000000000000000000e+00
9.906998299999999480e-01	3.723854200000000247e+01	0.000000000000000000e+00
1.094983999999999957e+00	4.365433300000000116e+01	0.000000000000000000e+00
1.210245500000000085e+00	5.054533500000000146e+01	0.000000000000000000e+00
1.337639800000000045e+00	5.732480199999999826e+01	0.000000000000000000e+00
1.478443900000000033e+00	6.681326099999999713e+01	0.000000000000000000e+00
1.634069599999999900e+00	7.876469799999999566e+01	0.000000000000000000e+00
